latitude,longitude,elevation_m,slope_deg
27.35,94.25,97.0,0.32
27.35,94.3,95.0,0.2
27.35,94.35,98.0,0.61
27.35,94.4,96.0,0.28
27.35,94.45,98.0,0.16
27.35,94.5,95.0,0.88
27.35,94.55,98.0,0.31
27.35,94.6,96.0,0.16
27.35,94.65,101.0,0.28
27.35,94.7,98.0,0.84
27.35,94.75,100.0,0.41
27.35,94.8,99.0,0.1
27.35,94.85,104.0,0.16
27.35,94.9,114.0,1.6
27.35,94.95,106.0,0.16
27.35,95.0,111.0,0.55
27.35,95.05,112.0,0.33
27.35,95.1,114.0,0.34
27.35,95.15,115.0,0.32
27.35,95.2,114.0,0.49
27.35,95.25,120.0,0.6
27.35,95.3,125.0,0.8
27.35,95.35,127.0,0.16
27.35,95.4,124.0,0.16
27.35,95.45,129.0,0.23
27.35,95.5,151.0,0.95
27.35,95.55,192.0,3.23
27.35,95.6,178.0,0.57
27.35,95.65,156.0,0.59
27.35,95.7,144.0,0.61
27.35,95.75,140.0,0.11
27.35,95.8,146.0,1.0
27.35,95.85,156.0,0.57
27.35,95.9,156.0,0.81
27.35,95.95,243.0,3.35
27.35,96.0,220.0,1.14
27.35,96.05,266.0,7.98
27.35,96.1,335.0,12.8
27.35,96.15,412.0,5.68
27.35,96.2,719.0,9.53
27.35,96.25,363.0,9.33
27.35,96.3,660.0,5.71
27.35,96.35,1199.0,14.19
27.35,96.4,1004.0,14.82
27.35,96.45,924.0,12.66
27.4,89.5,2913.0,13.52
27.4,89.55,2995.0,33.33
27.4,89.6,2221.0,12.49
27.4,89.65,2732.0,18.03
27.4,89.7,2943.0,20.2
27.4,89.75,3744.0,6.72
27.4,89.8,2932.0,24.83
27.4,89.85,2728.0,11.3
27.4,89.9,1323.0,26.22
27.4,89.95,2920.0,19.16
27.4,90.0,2863.0,16.01
27.4,90.05,3467.0,33.74
27.4,90.1,2937.0,16.34
27.4,90.15,3645.0,20.5
27.4,90.2,2769.0,7.29
27.4,90.25,3453.0,21.5
27.4,90.3,4064.0,18.26
27.4,90.35,3738.0,32.74
27.4,90.4,3505.0,32.82
27.4,90.45,2329.0,34.32
27.4,90.5,1306.0,25.85
27.4,90.55,2391.0,21.79
27.4,90.6,2191.0,15.49
27.4,90.65,3251.0,40.67
27.4,90.7,4037.0,23.35
27.4,90.75,3843.0,18.39
27.4,90.8,3917.0,16.1
27.4,90.85,3294.0,18.09
27.4,90.9,2529.0,27.61
27.4,90.95,3527.0,21.96
27.4,91.0,3614.0,26.96
27.4,91.05,3628.0,20.11
27.4,91.1,2856.0,18.83
27.4,91.15,1242.0,26.33
27.4,91.2,1202.0,36.04
27.4,91.25,1904.0,35.31
27.4,91.3,2249.0,27.52
27.4,91.35,2178.0,22.08
27.4,91.4,2099.0,26.59
27.4,91.45,3127.0,16.81
27.4,91.5,2049.0,26.96
27.4,91.55,813.0,19.1
27.4,91.6,2549.0,4.68
27.4,91.65,2581.0,20.75
27.4,91.7,1785.0,26.75
27.4,91.75,1783.0,36.07
27.4,91.8,1807.0,16.51
27.4,91.85,2731.0,19.73
27.4,91.9,2749.0,18.91
27.4,91.95,3122.0,17.45
27.4,92.0,4074.0,11.55
27.4,92.05,3788.0,21.68
27.4,92.1,2600.0,26.77
27.4,92.15,2015.0,31.95
27.4,92.2,1689.0,12.07
27.4,92.25,2416.0,25.28
27.4,92.3,1823.0,17.99
27.4,92.35,2622.0,18.06
27.4,92.4,2114.0,10.48
27.4,92.45,2352.0,20.29
27.4,92.5,1500.0,23.25
27.4,92.55,1243.0,12.84
27.4,92.6,2060.0,18.73
27.4,92.65,1972.0,23.21
27.4,92.7,2287.0,11.4
27.4,92.75,1129.0,15.81
27.4,92.8,680.0,6.78
27.4,92.85,740.0,6.82
27.4,92.9,1938.0,21.52
27.4,92.95,1051.0,5.6
27.4,93.0,740.0,15.96
27.4,93.05,712.0,22.0
27.4,93.1,922.0,21.46
27.4,93.15,1331.0,21.6
27.4,93.2,2571.0,13.75
27.4,93.25,2156.0,23.28
27.4,93.3,2660.0,12.32
27.4,93.35,2759.0,14.72
27.4,93.4,2585.0,12.23
27.4,93.45,2110.0,19.25
27.4,93.5,1689.0,16.68
27.4,93.55,1105.0,10.97
27.4,93.6,1668.0,5.08
27.4,93.65,1113.0,19.33
27.4,93.7,975.0,12.37
27.4,93.75,620.0,0.86
27.4,93.8,1483.0,13.53
27.4,93.85,1390.0,39.58
27.4,93.9,720.0,35.66
27.4,93.95,990.0,25.47
27.4,94.0,899.0,37.94
27.4,94.05,361.0,6.42
27.4,94.1,198.0,5.07
27.4,94.15,117.0,1.22
27.4,94.2,95.0,0.2
27.4,94.25,99.0,0.17
27.4,94.3,98.0,0.27
27.4,94.35,96.0,0.87
27.4,94.4,93.0,0.07
27.4,94.45,99.0,0.24
27.4,94.5,94.0,0.27
27.4,94.55,98.0,1.0
27.4,94.6,103.0,0.27
27.4,94.65,100.0,0.0
27.4,94.7,103.0,0.38
27.4,94.75,98.0,0.06
27.4,94.8,103.0,0.11
27.4,94.85,104.0,0.19
27.4,94.9,108.0,0.32
27.4,94.95,105.0,0.17
27.4,95.0,108.0,0.14
27.4,95.05,109.0,0.29
27.4,95.1,111.0,0.12
27.4,95.15,113.0,0.53
27.4,95.2,113.0,0.42
27.4,95.25,114.0,1.1
27.4,95.3,120.0,0.45
27.4,95.35,122.0,0.26
27.4,95.4,129.0,0.11
27.4,95.45,129.0,0.21
27.4,95.5,146.0,0.76
27.4,95.55,135.0,1.09
27.4,95.6,143.0,0.69
27.4,95.65,149.0,1.59
27.4,95.7,196.0,0.49
27.4,95.75,174.0,0.74
27.4,95.8,148.0,1.2
27.4,95.85,158.0,0.53
27.4,95.9,164.0,0.72
27.4,95.95,186.0,2.5
27.4,96.0,209.0,1.28
27.4,96.05,221.0,4.21
27.4,96.1,535.0,10.92
27.4,96.15,212.0,0.39
27.4,96.2,304.0,12.94
27.4,96.25,637.0,13.75
27.4,96.3,1196.0,26.21
27.4,96.35,1334.0,16.52
27.4,96.4,1518.0,9.77
27.4,96.45,1263.0,19.16
27.45,89.5,3145.0,18.13
27.45,89.55,3316.0,23.53
27.45,89.6,3468.0,16.22
27.45,89.65,2374.0,16.12
27.45,89.7,2647.0,26.62
27.45,89.75,3464.0,21.28
27.45,89.8,2367.0,16.62
27.45,89.85,1658.0,17.42
27.45,89.9,1414.0,19.2
27.45,89.95,2856.0,33.56
27.45,90.0,2689.0,8.04
27.45,90.05,3176.0,11.23
27.45,90.1,3443.0,21.59
27.45,90.15,3387.0,23.26
27.45,90.2,3189.0,23.14
27.45,90.25,3214.0,6.9
27.45,90.3,3612.0,17.94
27.45,90.35,2540.0,19.38
27.45,90.4,2358.0,19.11
27.45,90.45,2183.0,19.33
27.45,90.5,2595.0,32.13
27.45,90.55,3193.0,19.37
27.45,90.6,3640.0,28.92
27.45,90.65,3799.0,24.6
27.45,90.7,3429.0,12.72
27.45,90.75,3417.0,25.77
27.45,90.8,2784.0,18.21
27.45,90.85,2755.0,23.59
27.45,90.9,3112.0,23.04
27.45,90.95,3972.0,10.46
27.45,91.0,3549.0,38.23
27.45,91.05,2307.0,45.82
27.45,91.1,1525.0,27.76
27.45,91.15,1778.0,36.89
27.45,91.2,2280.0,36.71
27.45,91.25,2671.0,32.85
27.45,91.3,3137.0,15.42
27.45,91.35,2401.0,24.49
27.45,91.4,2737.0,19.48
27.45,91.45,3309.0,31.33
27.45,91.5,2542.0,16.29
27.45,91.55,1290.0,25.21
27.45,91.6,1138.0,32.54
27.45,91.65,2309.0,19.26
27.45,91.7,2660.0,12.81
27.45,91.75,3336.0,33.11
27.45,91.8,2611.0,26.24
27.45,91.85,3070.0,26.92
27.45,91.9,3642.0,19.27
27.45,91.95,3738.0,12.65
27.45,92.0,3826.0,34.08
27.45,92.05,3764.0,27.64
27.45,92.1,2450.0,19.84
27.45,92.15,3239.0,31.88
27.45,92.2,2039.0,22.6
27.45,92.25,2835.0,13.85
27.45,92.3,2211.0,33.48
27.45,92.35,2470.0,18.28
27.45,92.4,2522.0,10.33
27.45,92.45,1538.0,19.04
27.45,92.5,1514.0,26.88
27.45,92.55,1999.0,21.86
27.45,92.6,2576.0,23.42
27.45,92.65,2116.0,34.38
27.45,92.7,2509.0,10.57
27.45,92.75,1635.0,30.47
27.45,92.8,831.0,7.0
27.45,92.85,1754.0,24.95
27.45,92.9,1658.0,25.07
27.45,92.95,2113.0,24.96
27.45,93.0,936.0,22.67
27.45,93.05,1281.0,19.18
27.45,93.1,634.0,7.11
27.45,93.15,1593.0,22.35
27.45,93.2,1963.0,34.9
27.45,93.25,2238.0,18.02
27.45,93.3,2705.0,26.83
27.45,93.35,3142.0,12.84
27.45,93.4,2974.0,7.36
27.45,93.45,1946.0,23.67
27.45,93.5,1664.0,5.38
27.45,93.55,1756.0,11.94
27.45,93.6,958.0,9.85
27.45,93.65,945.0,7.29
27.45,93.7,805.0,4.19
27.45,93.75,1109.0,1.97
27.45,93.8,1082.0,18.53
27.45,93.85,1704.0,11.28
27.45,93.9,2088.0,43.62
27.45,93.95,1358.0,32.66
27.45,94.0,1147.0,2.86
27.45,94.05,956.0,20.0
27.45,94.1,392.0,10.18
27.45,94.15,236.0,4.52
27.45,94.2,159.0,3.01
27.45,94.25,105.0,1.1
27.45,94.3,101.0,0.3
27.45,94.35,98.0,0.29
27.45,94.4,98.0,0.3
27.45,94.45,101.0,0.26
27.45,94.5,102.0,0.29
27.45,94.55,99.0,0.73
27.45,94.6,99.0,0.43
27.45,94.65,97.0,0.69
27.45,94.7,100.0,0.42
27.45,94.75,101.0,0.69
27.45,94.8,99.0,0.0
27.45,94.85,106.0,0.4
27.45,94.9,106.0,0.09
27.45,94.95,109.0,0.2
27.45,95.0,109.0,0.64
27.45,95.05,110.0,0.46
27.45,95.1,114.0,0.16
27.45,95.15,112.0,0.32
27.45,95.2,113.0,0.26
27.45,95.25,122.0,0.39
27.45,95.3,125.0,0.42
27.45,95.35,124.0,0.13
27.45,95.4,126.0,0.23
27.45,95.45,130.0,0.24
27.45,95.5,132.0,0.19
27.45,95.55,146.0,0.79
27.45,95.6,142.0,0.12
27.45,95.65,161.0,0.22
27.45,95.7,151.0,0.28
27.45,95.75,148.0,0.5
27.45,95.8,162.0,0.99
27.45,95.85,157.0,0.3
27.45,95.9,156.0,0.7
27.45,95.95,165.0,0.56
27.45,96.0,171.0,0.07
27.45,96.05,189.0,0.14
27.45,96.1,198.0,0.54
27.45,96.15,215.0,0.63
27.45,96.2,352.0,6.94
27.45,96.25,1100.0,23.25
27.45,96.3,923.0,20.65
27.45,96.35,1149.0,23.28
27.45,96.4,847.0,22.47
27.45,96.45,811.0,28.83
27.5,89.5,3657.0,22.02
27.5,89.55,4241.0,3.97
27.5,89.6,2739.0,13.83
27.5,89.65,2748.0,17.99
27.5,89.7,3641.0,30.36
27.5,89.75,2776.0,12.34
27.5,89.8,2345.0,3.66
27.5,89.85,1748.0,14.62
27.5,89.9,1278.0,20.54
27.5,89.95,1386.0,26.04
27.5,90.0,1626.0,25.37
27.5,90.05,1718.0,19.12
27.5,90.1,2805.0,30.76
27.5,90.15,3289.0,26.7
27.5,90.2,3305.0,13.82
27.5,90.25,3380.0,18.87
27.5,90.3,2697.0,6.58
27.5,90.35,2887.0,16.48
27.5,90.4,3333.0,37.92
27.5,90.45,2535.0,22.09
27.5,90.5,1816.0,3.33
27.5,90.55,2509.0,9.49
27.5,90.6,3471.0,7.55
27.5,90.65,2938.0,12.14
27.5,90.7,2900.0,3.48
27.5,90.75,2737.0,17.5
27.5,90.8,2680.0,7.78
27.5,90.85,3171.0,15.97
27.5,90.9,3350.0,9.28
27.5,90.95,3500.0,13.93
27.5,91.0,4016.0,10.86
27.5,91.05,3007.0,20.9
27.5,91.1,2433.0,31.78
27.5,91.15,1635.0,30.95
27.5,91.2,1991.0,24.56
27.5,91.25,2838.0,25.54
27.5,91.3,3038.0,13.21
27.5,91.35,2720.0,20.41
27.5,91.4,3117.0,15.85
27.5,91.45,2700.0,11.93
27.5,91.5,2100.0,26.79
27.5,91.55,1969.0,21.26
27.5,91.6,1725.0,36.24
27.5,91.65,1725.0,31.49
27.5,91.7,1183.0,28.04
27.5,91.75,2065.0,29.41
27.5,91.8,2621.0,34.23
27.5,91.85,3734.0,24.61
27.5,91.9,3451.0,34.41
27.5,91.95,2929.0,25.7
27.5,92.0,4056.0,25.15
27.5,92.05,4147.0,30.78
27.5,92.1,4192.0,36.83
27.5,92.15,4135.0,26.47
27.5,92.2,2542.0,19.62
27.5,92.25,2829.0,32.59
27.5,92.3,2931.0,34.4
27.5,92.35,3303.0,26.39
27.5,92.4,2752.0,25.86
27.5,92.45,2980.0,26.2
27.5,92.5,2260.0,20.57
27.5,92.55,2137.0,24.59
27.5,92.6,2576.0,27.84
27.5,92.65,3115.0,23.06
27.5,92.7,2032.0,24.94
27.5,92.75,1807.0,25.27
27.5,92.8,1056.0,15.13
27.5,92.85,1511.0,13.55
27.5,92.9,1030.0,16.88
27.5,92.95,1026.0,13.77
27.5,93.0,789.0,16.51
27.5,93.05,991.0,20.87
27.5,93.1,1320.0,26.65
27.5,93.15,1734.0,18.81
27.5,93.2,2456.0,19.94
27.5,93.25,2244.0,28.34
27.5,93.3,2954.0,30.13
27.5,93.35,3006.0,9.74
27.5,93.4,1937.0,7.24
27.5,93.45,1759.0,24.44
27.5,93.5,1675.0,13.6
27.5,93.55,1364.0,19.32
27.5,93.6,1355.0,8.07
27.5,93.65,905.0,12.48
27.5,93.7,1416.0,10.95
27.5,93.75,1173.0,3.85
27.5,93.8,1605.0,19.53
27.5,93.85,1733.0,13.08
27.5,93.9,2119.0,12.24
27.5,93.95,2587.0,17.9
27.5,94.0,1822.0,28.2
27.5,94.05,1431.0,25.98
27.5,94.1,1037.0,15.88
27.5,94.15,395.0,21.9
27.5,94.2,164.0,2.18
27.5,94.25,116.0,0.43
27.5,94.3,108.0,0.57
27.5,94.35,103.0,0.31
27.5,94.4,104.0,0.65
27.5,94.45,113.0,0.49
27.5,94.5,108.0,0.11
27.5,94.55,104.0,0.17
27.5,94.6,102.0,0.16
27.5,94.65,102.0,0.13
27.5,94.7,101.0,0.14
27.5,94.75,104.0,0.23
27.5,94.8,109.0,1.03
27.5,94.85,102.0,0.0
27.5,94.9,103.0,0.77
27.5,94.95,109.0,0.23
27.5,95.0,114.0,0.45
27.5,95.05,113.0,0.19
27.5,95.1,115.0,0.38
27.5,95.15,117.0,0.63
27.5,95.2,117.0,0.41
27.5,95.25,119.0,0.08
27.5,95.3,120.0,0.15
27.5,95.35,123.0,0.06
27.5,95.4,123.0,0.39
27.5,95.45,129.0,0.16
27.5,95.5,132.0,0.65
27.5,95.55,134.0,0.17
27.5,95.6,137.0,0.19
27.5,95.65,153.0,0.68
27.5,95.7,148.0,1.01
27.5,95.75,155.0,0.77
27.5,95.8,150.0,0.44
27.5,95.85,152.0,0.97
27.5,95.9,163.0,0.79
27.5,95.95,164.0,0.32
27.5,96.0,171.0,0.51
27.5,96.05,186.0,0.04
27.5,96.1,199.0,0.34
27.5,96.15,216.0,0.79
27.5,96.2,245.0,0.37
27.5,96.25,262.0,5.22
27.5,96.3,465.0,9.74
27.5,96.35,340.0,6.76
27.5,96.4,517.0,10.25
27.5,96.45,572.0,16.58
27.55,89.5,4034.0,27.61
27.55,89.55,3984.0,18.16
27.55,89.6,3390.0,33.82
27.55,89.65,2638.0,21.88
27.55,89.7,3279.0,26.67
27.55,89.75,2354.0,18.38
27.55,89.8,2141.0,19.13
27.55,89.85,1769.0,16.24
27.55,89.9,1965.0,10.88
27.55,89.95,2548.0,34.02
27.55,90.0,2151.0,29.15
27.55,90.05,2356.0,20.73
27.55,90.1,2180.0,34.13
27.55,90.15,2537.0,26.1
27.55,90.2,3199.0,30.26
27.55,90.25,3464.0,15.5
27.55,90.3,2903.0,27.7
27.55,90.35,3424.0,17.04
27.55,90.4,2925.0,17.34
27.55,90.45,2228.0,26.91
27.55,90.5,2938.0,32.49
27.55,90.55,3486.0,31.62
27.55,90.6,3389.0,6.81
27.55,90.65,3327.0,14.1
27.55,90.7,3493.0,20.27
27.55,90.75,2593.0,3.33
27.55,90.8,2850.0,18.52
27.55,90.85,2855.0,11.36
27.55,90.9,3180.0,14.79
27.55,90.95,3505.0,15.34
27.55,91.0,3389.0,24.82
27.55,91.05,3021.0,38.98
27.55,91.1,1795.0,30.73
27.55,91.15,2625.0,31.37
27.55,91.2,1277.0,36.91
27.55,91.25,1876.0,23.45
27.55,91.3,3330.0,23.86
27.55,91.35,2923.0,5.92
27.55,91.4,2994.0,23.64
27.55,91.45,2994.0,34.84
27.55,91.5,2055.0,26.74
27.55,91.55,2607.0,25.75
27.55,91.6,3033.0,21.57
27.55,91.65,2621.0,37.12
27.55,91.7,1824.0,26.55
27.55,91.75,2547.0,33.52
27.55,91.8,2388.0,27.74
27.55,91.85,1851.0,30.37
27.55,91.9,1836.0,18.53
27.55,91.95,2784.0,31.64
27.55,92.0,3694.0,23.4
27.55,92.05,3909.0,24.15
27.55,92.1,4382.0,29.95
27.55,92.15,4765.0,24.24
27.55,92.2,3956.0,33.41
27.55,92.25,4246.0,14.47
27.55,92.3,2979.0,33.68
27.55,92.35,3445.0,27.01
27.55,92.4,3466.0,8.1
27.55,92.45,3377.0,16.91
27.55,92.5,1956.0,27.14
27.55,92.55,2751.0,29.07
27.55,92.6,2815.0,28.69
27.55,92.65,2622.0,22.38
27.55,92.7,1730.0,24.09
27.55,92.75,1451.0,32.16
27.55,92.8,800.0,19.38
27.55,92.85,973.0,25.9
27.55,92.9,1071.0,21.43
27.55,92.95,1168.0,27.17
27.55,93.0,1327.0,18.03
27.55,93.05,1708.0,30.43
27.55,93.1,945.0,18.66
27.55,93.15,1074.0,15.06
27.55,93.2,1288.0,5.83
27.55,93.25,1666.0,7.81
27.55,93.3,2520.0,26.66
27.55,93.35,3378.0,26.39
27.55,93.4,2230.0,26.36
27.55,93.45,1832.0,20.22
27.55,93.5,1687.0,23.7
27.55,93.55,2196.0,21.6
27.55,93.6,1618.0,11.79
27.55,93.65,1153.0,11.98
27.55,93.7,1669.0,12.3
27.55,93.75,1577.0,14.59
27.55,93.8,1598.0,5.12
27.55,93.85,1591.0,2.97
27.55,93.9,1894.0,4.45
27.55,93.95,2484.0,10.38
27.55,94.0,2506.0,10.1
27.55,94.05,2477.0,25.72
27.55,94.1,1228.0,27.69
27.55,94.15,688.0,19.51
27.55,94.2,596.0,13.87
27.55,94.25,567.0,14.19
27.55,94.3,134.0,1.26
27.55,94.35,145.0,7.93
27.55,94.4,128.0,0.5
27.55,94.45,128.0,1.23
27.55,94.5,120.0,0.32
27.55,94.55,114.0,0.58
27.55,94.6,108.0,0.25
27.55,94.65,107.0,0.86
27.55,94.7,116.0,1.41
27.55,94.75,104.0,0.12
27.55,94.8,105.0,0.13
27.55,94.85,106.0,0.15
27.55,94.9,102.0,0.0
27.55,94.95,109.0,0.48
27.55,95.0,105.0,0.0
27.55,95.05,107.0,0.89
27.55,95.1,105.0,0.45
27.55,95.15,114.0,0.16
27.55,95.2,119.0,0.07
27.55,95.25,119.0,0.31
27.55,95.3,123.0,0.33
27.55,95.35,123.0,0.57
27.55,95.4,126.0,0.71
27.55,95.45,118.0,0.2
27.55,95.5,125.0,0.42
27.55,95.55,122.0,1.25
27.55,95.6,135.0,0.08
27.55,95.65,138.0,0.17
27.55,95.7,144.0,0.55
27.55,95.75,145.0,0.22
27.55,95.8,152.0,0.12
27.55,95.85,152.0,0.14
27.55,95.9,155.0,0.35
27.55,95.95,156.0,1.66
27.55,96.0,169.0,0.34
27.55,96.05,176.0,0.06
27.55,96.1,224.0,1.75
27.55,96.15,361.0,12.46
27.55,96.2,420.0,12.23
27.55,96.25,706.0,11.01
27.55,96.3,539.0,4.62
27.55,96.35,490.0,14.09
27.55,96.4,496.0,3.49
27.55,96.45,762.0,9.03
27.6,89.5,3971.0,25.27
27.6,89.55,3816.0,28.61
27.6,89.6,3364.0,29.49
27.6,89.65,3505.0,29.32
27.6,89.7,2824.0,19.5
27.6,89.75,2109.0,28.92
27.6,89.8,2058.0,22.38
27.6,89.85,1251.0,10.6
27.6,89.9,1617.0,21.67
27.6,89.95,2066.0,24.5
27.6,90.0,3425.0,20.38
27.6,90.05,2538.0,30.11
27.6,90.1,3300.0,24.95
27.6,90.15,3343.0,28.57
27.6,90.2,2682.0,21.87
27.6,90.25,3827.0,17.17
27.6,90.3,3161.0,8.64
27.6,90.35,3143.0,24.57
27.6,90.4,2662.0,22.53
27.6,90.45,2883.0,20.61
27.6,90.5,2130.0,10.29
27.6,90.55,3661.0,31.27
27.6,90.6,3530.0,18.8
27.6,90.65,2981.0,6.59
27.6,90.7,2823.0,15.52
27.6,90.75,3048.0,25.49
27.6,90.8,3778.0,18.23
27.6,90.85,3497.0,29.52
27.6,90.9,2983.0,11.47
27.6,90.95,3751.0,10.42
27.6,91.0,3099.0,35.13
27.6,91.05,2385.0,33.2
27.6,91.1,2861.0,22.04
27.6,91.15,2365.0,15.81
27.6,91.2,1498.0,16.03
27.6,91.25,1983.0,21.24
27.6,91.3,2822.0,28.22
27.6,91.35,3635.0,21.58
27.6,91.4,2979.0,17.12
27.6,91.45,2942.0,30.69
27.6,91.5,1857.0,5.82
27.6,91.55,2783.0,31.57
27.6,91.6,3391.0,18.67
27.6,91.65,1888.0,28.0
27.6,91.7,1939.0,38.62
27.6,91.75,3544.0,38.91
27.6,91.8,3425.0,38.52
27.6,91.85,3124.0,30.31
27.6,91.9,2605.0,23.36
27.6,91.95,3393.0,17.65
27.6,92.0,2737.0,23.0
27.6,92.05,3622.0,18.77
27.6,92.1,4412.0,7.37
27.6,92.15,3970.0,21.02
27.6,92.2,4558.0,25.78
27.6,92.25,4068.0,8.68
27.6,92.3,3291.0,30.14
27.6,92.35,4476.0,7.21
27.6,92.4,4392.0,15.74
27.6,92.45,3901.0,28.09
27.6,92.5,2386.0,5.73
27.6,92.55,3816.0,26.31
27.6,92.6,2943.0,8.09
27.6,92.65,2396.0,34.79
27.6,92.7,2111.0,19.24
27.6,92.75,1288.0,29.99
27.6,92.8,2099.0,13.49
27.6,92.85,1811.0,20.52
27.6,92.9,1265.0,30.6
27.6,92.95,1247.0,21.27
27.6,93.0,998.0,27.17
27.6,93.05,1129.0,20.4
27.6,93.1,1715.0,15.04
27.6,93.15,1916.0,16.99
27.6,93.2,2542.0,24.43
27.6,93.25,3116.0,36.48
27.6,93.3,3318.0,7.23
27.6,93.35,2565.0,30.33
27.6,93.4,2204.0,27.8
27.6,93.45,2516.0,38.63
27.6,93.5,2274.0,13.9
27.6,93.55,2369.0,11.13
27.6,93.6,1805.0,13.1
27.6,93.65,1316.0,5.09
27.6,93.7,1494.0,21.5
27.6,93.75,2179.0,19.42
27.6,93.8,1779.0,14.83
27.6,93.85,1601.0,8.28
27.6,93.9,2182.0,21.2
27.6,93.95,2709.0,12.31
27.6,94.0,2253.0,24.35
27.6,94.05,2218.0,21.69
27.6,94.1,1861.0,36.17
27.6,94.15,929.0,34.93
27.6,94.2,321.0,12.23
27.6,94.25,688.0,23.36
27.6,94.3,723.0,26.36
27.6,94.35,689.0,12.39
27.6,94.4,556.0,27.37
27.6,94.45,720.0,15.74
27.6,94.5,540.0,22.5
27.6,94.55,140.0,9.59
27.6,94.6,120.0,0.54
27.6,94.65,115.0,0.16
27.6,94.7,116.0,0.2
27.6,94.75,121.0,0.45
27.6,94.8,106.0,0.21
27.6,94.85,111.0,0.28
27.6,94.9,109.0,0.07
27.6,94.95,109.0,0.1
27.6,95.0,111.0,0.34
27.6,95.05,112.0,0.43
27.6,95.1,114.0,0.27
27.6,95.15,107.0,0.0
27.6,95.2,115.0,0.2
27.6,95.25,117.0,0.13
27.6,95.3,113.0,0.55
27.6,95.35,117.0,0.17
27.6,95.4,123.0,0.32
27.6,95.45,128.0,0.6
27.6,95.5,129.0,0.92
27.6,95.55,132.0,0.16
27.6,95.6,135.0,0.12
27.6,95.65,141.0,0.21
27.6,95.7,156.0,0.46
27.6,95.75,144.0,0.15
27.6,95.8,149.0,0.2
27.6,95.85,146.0,0.18
27.6,95.9,156.0,0.47
27.6,95.95,156.0,0.58
27.6,96.0,161.0,0.27
27.6,96.05,244.0,3.59
27.6,96.1,348.0,5.54
27.6,96.15,525.0,7.93
27.6,96.2,652.0,7.09
27.6,96.25,498.0,3.39
27.6,96.3,459.0,3.57
27.6,96.35,733.0,8.58
27.6,96.4,664.0,14.52
27.6,96.45,1515.0,25.44
27.65,89.5,4697.0,36.25
27.65,89.55,4871.0,28.05
27.65,89.6,4266.0,32.66
27.65,89.65,3780.0,18.19
27.65,89.7,2290.0,28.14
27.65,89.75,1866.0,19.94
27.65,89.8,1680.0,29.81
27.65,89.85,1812.0,28.19
27.65,89.9,1628.0,23.75
27.65,89.95,2430.0,11.99
27.65,90.0,2644.0,21.5
27.65,90.05,4011.0,21.1
27.65,90.1,3765.0,27.43
27.65,90.15,3143.0,33.62
27.65,90.2,2596.0,31.99
27.65,90.25,4138.0,37.5
27.65,90.3,3924.0,37.81
27.65,90.35,4091.0,11.93
27.65,90.4,3574.0,30.59
27.65,90.45,3107.0,27.51
27.65,90.5,2765.0,23.25
27.65,90.55,4108.0,29.1
27.65,90.6,3613.0,25.08
27.65,90.65,3176.0,17.96
27.65,90.7,3781.0,16.3
27.65,90.75,2776.0,10.15
27.65,90.8,3828.0,25.45
27.65,90.85,3330.0,23.15
27.65,90.9,2823.0,7.77
27.65,90.95,4003.0,12.84
27.65,91.0,4000.0,13.41
27.65,91.05,3092.0,30.33
27.65,91.1,2603.0,20.16
27.65,91.15,2156.0,23.15
27.65,91.2,1919.0,31.42
27.65,91.25,2802.0,8.53
27.65,91.3,2399.0,28.36
27.65,91.35,3817.0,20.42
27.65,91.4,2646.0,19.42
27.65,91.45,2226.0,23.97
27.65,91.5,2046.0,24.89
27.65,91.55,3231.0,23.34
27.65,91.6,2959.0,33.52
27.65,91.65,3511.0,31.45
27.65,91.7,2795.0,28.32
27.65,91.75,3002.0,37.34
27.65,91.8,4298.0,18.99
27.65,91.85,3879.0,12.41
27.65,91.9,4084.0,27.24
27.65,91.95,3973.0,10.23
27.65,92.0,3201.0,33.69
27.65,92.05,3943.0,31.14
27.65,92.1,2995.0,27.95
27.65,92.15,3985.0,35.32
27.65,92.2,4492.0,13.15
27.65,92.25,4609.0,14.76
27.65,92.3,4420.0,23.44
27.65,92.35,4553.0,21.0
27.65,92.4,4633.0,10.47
27.65,92.45,3723.0,29.03
27.65,92.5,3500.0,38.11
27.65,92.55,2878.0,41.66
27.65,92.6,1803.0,6.07
27.65,92.65,1723.0,18.09
27.65,92.7,1122.0,11.36
27.65,92.75,1809.0,24.19
27.65,92.8,2381.0,19.45
27.65,92.85,1738.0,28.17
27.65,92.9,1486.0,11.98
27.65,92.95,1853.0,17.02
27.65,93.0,1012.0,20.62
27.65,93.05,750.0,26.49
27.65,93.1,1098.0,24.5
27.65,93.15,1767.0,18.82
27.65,93.2,2160.0,24.87
27.65,93.25,2228.0,18.36
27.65,93.3,2517.0,30.5
27.65,93.35,2376.0,13.05
27.65,93.4,2612.0,21.97
27.65,93.45,2130.0,14.03
27.65,93.5,2148.0,27.46
27.65,93.55,2092.0,22.77
27.65,93.6,1270.0,24.11
27.65,93.65,1843.0,21.54
27.65,93.7,1546.0,13.77
27.65,93.75,1702.0,12.55
27.65,93.8,1396.0,14.37
27.65,93.85,1814.0,10.07
27.65,93.9,1675.0,15.24
27.65,93.95,1489.0,17.64
27.65,94.0,1289.0,5.25
27.65,94.05,2115.0,20.39
27.65,94.1,2059.0,15.16
27.65,94.15,1514.0,28.52
27.65,94.2,1299.0,30.29
